title,genres,vote_average,adult,runtime
Getaway,"Action, Crime",4.9,False,90.0
A Teacher,Drama,4.5,False,75.0
"Leafie, a Hen Into the Wild","Animation, Family",6.9,False,93.0
"High Tech, Low Life",,7.0,False,87.0
Killjoy Goes To Hell,Horror,5.7,False,90.0
Puppet Master: Axis of Evil,Horror,3.1,False,81.0
Three Worlds,Drama,5.5,False,100.0
The Cockleshell Heroes,War,5.8,False,97.0
King of Texas,"Western, Drama",6.5,False,95.0
The Secret of the Third Planet,"Adventure, Animation, Science Fiction",5.9,False,50.0
Hack!,"Comedy, Horror",4.8,False,89.0
Backlash,Western,6.5,False,84.0
Black Sun: The Mythological Background of National Socialism,"Documentary, Foreign",6.0,False,90.0
The Item,,4.5,False,100.0
I Am,Documentary,6.4,False,76.0
Phantom of the Rue Morgue,"Crime, Horror, Mystery",6.0,False,83.0
Bad Girl Island,"Mystery, Science Fiction",4.7,False,90.0
Bad Men of Missouri,Western,5.0,False,71.0
Badman's Country,Western,6.0,False,0.0
Hunky Dory,"Music, Comedy",5.5,False,110.0
American Vagabond,Documentary,7.0,False,85.0
The Story of Luke,Drama,6.1,False,95.0
The Glass Web,Crime,6.2,False,81.0
The Incredible Melting Man,"Horror, Science Fiction",4.3,False,84.0
Rage of Honor,"Action, Thriller",5.2,False,92.0
Setouchi Moonlight Serenade,Drama,0.0,False,117.0
Gravity,"Science Fiction, Thriller, Drama",7.3,False,91.0
And Now a Word from Our Sponsor,Comedy,4.6,False,87.0
Spin,"Comedy, Drama, Romance",5.8,False,90.0
Lisa,"Thriller, Drama, Horror, Romance",5.3,False,95.0
The Coward,"Romance, Drama",7.0,False,74.0
I Spit on Your Grave 2,"Thriller, Horror, Crime",5.9,False,106.0
What If,"Drama, Comedy, Romance",6.7,False,93.0
Ping Pong,Documentary,8.0,False,80.0
Angels of Sex,Drama,6.6,False,105.0
Deathsport,"Action, Thriller, Science Fiction",4.6,False,82.0
Unfinished Sky,"Romance, Drama",6.4,False,94.0
The History of Future Folk,"Comedy, Science Fiction, Music",6.6,False,86.0
Prisoners,"Drama, Thriller, Crime",7.9,False,153.0
Out of the Furnace,"Thriller, Drama, Crime",6.5,False,116.0
The Conspiracy,"Horror, Thriller",6.0,False,85.0
Good Vibrations,"Music, Drama",6.6,False,97.0
Austenland,"Comedy, Romance",6.6,False,97.0
Insidious: Chapter 2,"Horror, Thriller",6.5,False,106.0
The Ultimate Life,"Drama, Romance",6.5,False,105.0
Rush,"Drama, Action",7.7,False,123.0
Vizontele,,7.5,False,110.0
This Is Martin Bonner,Drama,6.6,False,83.0
The Family,"Crime, Comedy, Action",6.1,False,111.0
The Crimson Petal and the White,"Romance, Drama",8.4,False,236.0
Almost Kings,Drama,10.0,False,93.0
High on Crack Street: Lost Lives in Lowell,Documentary,5.4,False,60.0
King Lines,"Adventure, Documentary",6.3,False,55.0
Short Term 12,Drama,7.9,False,96.0
At Any Price,Drama,5.3,False,105.0
I Was a Teenage Zombie,"Comedy, Horror",4.0,False,91.0
Joy of Sex,"Comedy, Romance",2.7,False,93.0
Just One of the Girls,Comedy,5.3,False,91.0
Aurora Borealis,"Drama, Romance",6.9,False,109.0
Badman's Territory,"Action, Western",6.0,False,97.0
The Milky Way,Comedy,6.5,False,89.0
Imaginary Witness: Hollywood and the Holocaust,"Documentary, History",5.0,False,92.0
Eminem AKA,Documentary,5.8,False,75.0
Salinger,Documentary,6.4,False,120.0
Tears of Steel,Science Fiction,5.3,False,12.0
The Jerk Theory,Comedy,5.2,False,93.0
Jungleground,"Action, Thriller",5.8,False,0.0
Table No. 21,"Adventure, Thriller",5.0,False,0.0
Paradise: Faith,Drama,6.7,False,113.0
The Human Family Tree,Documentary,8.0,False,90.0
The Story of Maths,Documentary,0.0,False,240.0
End of the Line,"Horror, Thriller",5.4,False,95.0
The Last Run,"Comedy, Drama, Romance",3.0,False,97.0
The Wet Parade,"Drama, History, Romance",0.0,False,118.0
Collision Course,"Action, Comedy",3.5,False,100.0
Post Tenebras Lux,Drama,5.8,False,115.0
Ice Age Columbus: Who Were the First Americans?,Documentary,10.0,False,0.0
Farah Goes Bang,,6.0,False,92.0
The To Do List,"Comedy, Romance",5.5,False,104.0
Dragon Day,"Drama, Science Fiction, Thriller",3.2,False,96.0
The Wedding Party,"Comedy, Romance",6.0,False,92.0
The Unspeakable Act,Drama,5.8,False,91.0
Shakma,Horror,5.9,False,101.0
The Champion,Comedy,6.3,False,33.0
A Jitney Elopement,Comedy,5.5,False,33.0
The Factory,"Crime, Thriller, Mystery",5.5,False,108.0
Peacetime,Drama,5.5,False,80.0
Saint Joan,"History, Drama",6.5,False,110.0
Hawking,Documentary,7.9,False,86.0
Pig Hunt,"Action, Horror, Thriller",4.9,False,100.0
Officer Down,"Crime, Drama",5.4,False,98.0
Princess Protection Program,"Comedy, Drama, Family",6.2,False,89.0
The Cat's-Paw,Comedy,0.0,False,102.0
His Regeneration,Western,4.0,False,15.0
Mabel at the Wheel,Comedy,5.5,False,18.0
Grand Masti,"Comedy, Drama, Romance",4.6,False,140.0
Battle of the Year,"Music, Drama",5.9,False,110.0
Louis Theroux: Twilight of the Porn Stars,Documentary,6.9,False,60.0
"Nightmares in Red, White and Blue","Documentary, Horror",6.5,False,96.0
The Naked Civil Servant,Drama,5.5,False,77.0
An Englishman in New York,Drama,6.7,False,75.0
The Dragonphoenix Chronicles: Indomitable,"Adventure, Action, Fantasy",5.0,False,120.0
Bandit's Silver Angel,"Comedy, Action",2.7,False,0.0
Off Beat,Comedy,4.3,False,92.0
Out on a Limb,Comedy,6.1,False,82.0
Inescapable,"Thriller, Romance",5.2,False,93.0
Afternoon Delight,"Comedy, Drama",6.0,False,95.0
Casting By,Documentary,7.5,False,89.0
The Notebook,"Drama, War",6.3,False,112.0
Repeaters,"Science Fiction, Thriller, Drama",5.7,False,89.0
The Pit,"Horror, Mystery, Thriller",6.0,False,97.0
Barbed Wire,"Music, Western",0.0,False,61.0
Bare Knuckles,"Action, Adventure, Drama, Thriller",6.0,False,0.0
Karate-Robo Zaborgar,"Action, Science Fiction",6.3,False,114.0
America The Beautiful,Documentary,6.1,False,105.0
Supporting Characters,"Drama, Comedy",6.8,False,87.0
Alps,Drama,6.4,False,93.0
Synth Britannia,"Documentary, Music",7.7,False,88.0
Ruins,Documentary,8.0,False,57.0
World Without End,Science Fiction,5.7,False,80.0
Barricade,"Horror, Mystery, Thriller",4.2,False,82.0
Killers from Space,"Horror, Science Fiction",3.7,False,71.0
The Monster that Challenged the World,"Horror, Science Fiction",5.6,False,84.0
Frog Dreaming,"Drama, Adventure, Family",4.9,False,93.0
Linotype: The Film,Documentary,6.7,False,75.0
Rocaterrania,"Fantasy, Documentary",0.0,False,74.0
Bastards,Drama,6.1,False,100.0
Talking Funny,Comedy,7.3,False,50.0
Nebraska,"Drama, Adventure",7.4,False,115.0
Saint,"Horror, Comedy",5.2,False,85.0
Amsterdamned,"Action, Horror, Thriller",5.5,False,105.0
Enough Said,"Comedy, Drama, Romance",6.6,False,93.0
Don Jon,"Romance, Comedy, Drama",5.9,False,90.0
Scatter My Ashes at Bergdorf's,Documentary,5.8,False,93.0
Zambezia,"Comedy, Animation, Adventure, Family",5.3,False,83.0
Colorado Territory,"Crime, Drama, Western",6.7,False,94.0
102 Minutes That Changed America,Documentary,7.0,False,102.0
Wanda Sykes: Sick and Tired,Comedy,0.0,False,70.0
Sorceress,"Action, Adventure, Fantasy",4.6,False,83.0
New Town Killers,"Thriller, Drama",5.9,False,97.0
The Tender Hook,"Crime, Drama, Mystery",4.0,False,103.0
Mushrooming,"Adventure, Thriller, Comedy",5.3,False,93.0
Dance of Outlaws,,0.0,False,85.0
Mood Indigo,"Drama, Fantasy",6.0,False,131.0
Metallica: Through the Never,Music,6.7,False,93.0
The Century of the Self,Documentary,8.3,False,235.0
Conquest,"Action, Adventure, Fantasy, Horror",5.2,False,88.0
Crystal Fairy & the Magical Cactus,"Comedy, Adventure",5.8,False,98.0
De Nieuwe Wildernis,Documentary,7.7,False,0.0
First Cousin Once Removed,Documentary,2.5,False,78.0
Machete Maidens Unleashed!,Documentary,6.9,False,85.0
A Gathering of Old Men,Drama,7.0,False,91.0
I Will Follow You Into the Dark,"Drama, Horror, Romance, Thriller",4.4,False,107.0
Adventures of Kitty O'Day,"Comedy, Thriller, Crime, Mystery",2.0,False,63.0
An Innocent Affair,Comedy,0.0,False,90.0
Ferocious,Thriller,5.7,False,93.0
Shanghai,"Drama, Thriller",7.2,False,120.0
Paintball,"Thriller, Action",3.7,False,90.0
Lincz,"Thriller, Drama",6.4,False,0.0
Tsunami: Caught on Camera,Documentary,5.3,False,90.0
The Rise,"Thriller, Drama, Crime",6.6,False,106.0
The Circus Tent,Drama,5.0,False,129.0
Men Seeking Women,"Comedy, Romance",4.2,False,92.0
Scanners II: The New Order,"Horror, Science Fiction, Action",4.6,False,104.0
Scanners III: The Takeover,"Horror, Science Fiction, Action",3.9,False,101.0
Once Upon a Warrior,"Adventure, Fantasy, Action, Science Fiction, Family, Foreign",5.5,False,138.0
Apache Country,"Action, Western",0.0,False,62.0
Every Other Week,"Comedy, Drama, Romance",4.5,False,97.0
Bad Milo,"Comedy, Horror",5.8,False,85.0
America The Beautiful 2: The Thin Commandments,Documentary,6.5,False,0.0
Follow Me!,"Comedy, Thriller, Romance, Foreign",6.0,False,95.0
Orderly or Disorderly,Drama,4.5,False,17.0
Kabul Express,"Action, Comedy, Drama, Thriller",5.8,False,104.0
Miracle in Cell No. 7,"Drama, Comedy",8.0,False,127.0
Special 26,"Crime, Drama, Thriller",6.9,False,144.0
Jolene,"Drama, Romance",6.2,False,121.0
Twice Upon a Time,Drama,6.2,False,90.0
Runner Runner,"Crime, Thriller, Drama",5.5,False,91.0
La Dilettante,Comedy,4.7,False,0.0
Blue Is the Warmest Color,"Romance, Drama",7.2,False,179.0
Temptation: Confessions of a Marriage Counselor,Drama,6.6,False,111.0
Future Weather,Drama,6.3,False,100.0
Something in the Air,"Romance, Drama",5.8,False,122.0
Shake Hands with the Devil,"Drama, Action",7.6,False,111.0
I Declare War,"Action, Comedy, Drama",6.1,False,94.0
The German Doctor,"Drama, Thriller",6.6,False,90.0
"Puerta de Hierro, el exilio de Perón",,0.0,False,100.0
The Monitors,"Science Fiction, Comedy",4.0,False,92.0
This Is Our Time,Drama,5.5,False,104.0
Curse of Chucky,"Horror, Thriller",5.6,False,97.0
Prison of the Dead,Horror,1.7,False,73.0
Rabid Grannies,Horror,4.2,False,90.0
Muhammad Ali's Greatest Fight,Drama,5.9,False,97.0
711 Ocean Drive,"Drama, Crime",6.1,False,102.0
A Cadaver Christmas,"Comedy, Horror",6.1,False,85.0
Angel,"Action, Thriller, Crime",5.9,False,89.0
Favela Rising,Documentary,4.7,False,82.0
Mariage à Mendoza,"Comedy, Drama",5.0,False,0.0
Germany Pale Mother,Drama,7.8,False,122.0
Parkland,"History, Drama, Thriller, Mystery",5.8,False,94.0
Imagine,Drama,7.3,False,105.0
Inequality for All,Documentary,7.6,False,88.0
Narrien Illat,"Comedy, Drama, Music",0.0,False,100.0
Sword of Desperation,"Action, Thriller, Romance",7.0,False,114.0
The Mooring,"Horror, Thriller",4.8,False,0.0
Bride of the Earth,"Drama, Western",5.0,False,81.0
A Tale from the Past,Comedy,8.0,False,86.0
Men and Women,Drama,5.0,False,93.0
Jesse James Meets Frankenstein's Daughter,"Crime, Horror, Science Fiction, Western",4.7,False,83.0
On the Job,"Action, Crime",6.2,False,120.0
Resurrecting the Street Walker,,4.0,False,80.0
Adventures of a Teenage Dragonslayer,"Adventure, Comedy, Family",4.1,False,88.0
Alice Upside Down,"Drama, Family, Romance",6.1,False,91.0
Alice's Adventures in Wonderland,"Family, Fantasy, Music",5.6,False,101.0
Cloudy with a Chance of Meatballs 2,"Animation, Family, Comedy",6.4,False,95.0
Extraction,Action,5.5,False,102.0
Microphone,"Drama, Foreign",8.5,False,120.0
Talaash,"Crime, Drama, Thriller",6.7,False,149.0
Blood Shack,Horror,1.8,False,70.0
Nobody Else But You,"Comedy, Crime, Mystery",5.9,False,102.0
Almost You,"Comedy, Romance, Drama",5.5,False,96.0
Dirty,"Crime, Drama, Thriller",5.1,False,97.0
The Dish & the Spoon,Drama,5.9,False,90.0
Kumail Nanjiani: Beta Male,Comedy,6.1,False,41.0
The Christian Revolt,"Drama, History, War",5.0,False,100.0
The Devil's Ground,"Horror, Thriller",4.3,False,89.0
Captain Phillips,"Action, Drama, Thriller",7.6,False,134.0
Television Under The Swastika,"Documentary, History",0.0,False,55.0
Les Misérables,"Drama, History, Romance",6.1,False,150.0
After the Dark,"Drama, Fantasy, Science Fiction, Thriller",6.2,False,107.0
It's Me It's Me,"Comedy, Drama, Science Fiction",5.9,False,119.0
Year Zero: The Silent Death of Cambodia,Documentary,7.5,False,52.0
Stealing a Nation,Documentary,10.0,False,56.0
The Wall,"Science Fiction, Drama",6.7,False,104.0
They Only Kill Their Masters,"Mystery, Romance, Thriller",0.0,False,97.0
Valentine Road,Documentary,6.8,False,89.0
An All Dogs Christmas Carol,"Animation, Family, Comedy",5.2,False,73.0
Another Harvest Moon,Drama,6.0,False,89.0
Fanatics,Comedy,5.9,False,84.0
Beneath the Dark,"Drama, Thriller",5.0,False,102.0
An American Girl: McKenna Shoots for the Stars,"Family, Drama",6.7,False,85.0
Sincerely Yours,Drama,5.0,False,115.0
Are You Scared 2,"Action, Adventure, Horror",2.7,False,0.0
Attila,"History, Drama",5.5,False,79.0
Look,Drama,5.9,False,98.0
Avenger,"Action, Thriller",4.8,False,92.0
Zombie Apocalypse,"Action, Horror, Science Fiction",3.7,False,90.0
Zombie High,"Comedy, Horror",3.8,False,93.0
Voodoo Dawn,,2.3,False,84.0
Machete Kills,"Action, Crime, Thriller",5.3,False,107.0
I am Fishead,Documentary,4.0,False,80.0
Filth,"Crime, Drama, Comedy",6.8,False,97.0
Onnenpeli,,6.0,False,93.0
Romeo & Juliet,"Drama, Romance",6.6,False,118.0
Drona,"Action, Foreign, Thriller",2.6,False,150.0
Calling Dr. Death,"Thriller, Mystery",7.7,False,63.0
Sunshine on Leith,"Music, Romance, Comedy, Drama",6.6,False,100.0
Wild Seven,"Action, Crime, Drama",3.8,False,98.0
The Frozen Ghost,"Fantasy, Mystery",6.7,False,61.0
Four Eyes and Six-Guns,"Western, Comedy",0.0,False,92.0
Baggage Claim,Comedy,5.6,False,96.0
Zero Charisma,Comedy,6.1,False,86.0
Parking,"Drama, Foreign",7.7,False,112.0
Stitches,Horror,5.5,False,86.0
Escape Plan,"Action, Thriller",6.7,False,115.0
Weird Woman,"Mystery, Thriller",6.5,False,64.0
Dances with Dragon,"Romance, Comedy",6.5,False,109.0
Unrest,Horror,5.3,False,88.0
Haute Cuisine,Comedy,6.1,False,95.0
Brazilian Western,"Crime, Drama, Western, Romance",6.1,False,108.0
How to Meet Girls from a Distance,,4.3,False,85.0
Just Wright,"Comedy, Drama, Romance",6.0,False,100.0
My Grandfather's People,"Comedy, Drama, Family, History",8.1,False,123.0
The Thief of Paris,"Comedy, Crime, Drama",6.4,False,120.0
Family Secrets,Drama,4.5,False,102.0
Carrie,"Drama, Horror",5.8,False,100.0
The Legend of Lylah Clare,Drama,7.3,False,130.0
The Fifth Estate,"Drama, Thriller",5.7,False,128.0
Life According to Sam,"Documentary, Drama",6.5,False,90.0
Unhung Hero,"Documentary, Comedy",5.5,False,84.0
A Place of One's Own,"Drama, Mystery, Thriller",4.3,False,92.0
Superclásico,Comedy,6.3,False,99.0
The Counselor,"Thriller, Crime, Drama",5.0,False,117.0
The Bikini Carwash Company,Comedy,4.5,False,81.0
Bloodsuckers from Outer Space,"Comedy, Horror, Science Fiction",4.8,False,79.0
Bloodsucking Freaks,Horror,4.9,False,84.0
Cinema Komunisto,Documentary,5.0,False,100.0
One Nation Under God,,0.0,False,83.0
The Congress,"Drama, Science Fiction, Animation",6.4,False,122.0
Earth vs. the Spider,"Horror, Science Fiction",4.7,False,73.0
A Trip to Mars,"Fantasy, Adventure",7.0,False,5.0
One Small Hitch,"Romance, Comedy",6.5,False,100.0
A Stranger in Town,"Crime, Romance",7.0,False,67.0
Another 9 1/2 Weeks,"Drama, Romance",4.4,False,105.0
Back in the Saddle,"Western, Comedy",0.0,False,73.0
The Unbelievers,Documentary,6.7,False,77.0
Escape from Tomorrow,"Horror, Fantasy",4.8,False,90.0
Frankenstein Conquers the World,"Horror, Science Fiction",5.8,False,93.0
Episode 3: Enjoy Poverty,Documentary,4.2,False,90.0
Godzilla vs. Megaguirus,"Action, Science Fiction",5.6,False,105.0
Godzilla vs. Megalon,"Science Fiction, Fantasy",5.6,False,78.0
Undocumented,"Horror, Thriller",6.6,False,96.0
Back To The Secret Garden,"Fantasy, Drama, Family",5.8,False,100.0
Cult of the Cobra,Horror,5.9,False,82.0
Jealousy,"Romance, Drama",8.0,False,90.0
Rebirth of Mothra,"Action, Adventure, Science Fiction, Fantasy",6.0,False,104.0
Bloodsucking Pharaohs in Pittsburgh,"Comedy, Horror",4.3,False,89.0
Bloody Bloody Bible Camp,"Comedy, Horror",5.3,False,90.0
Bloody New Year,Horror,6.5,False,90.0
The Double,"Thriller, Drama",6.5,False,93.0
Godzilla vs. SpaceGodzilla,"Science Fiction, Action, Adventure, Fantasy",5.6,False,108.0
Deep Dark Canyon,"Action, Drama, Thriller",5.0,False,90.0
12 Years a Slave,"Drama, History",7.9,False,134.0
Only Daughter,,0.0,False,0.0
The Trouble with the Truth,Drama,6.3,False,96.0
The Right Kind of Wrong,"Romance, Comedy",6.0,False,97.0
Child's Pose,Drama,6.6,False,116.0
The Enemy Within,Thriller,6.0,False,107.0
Kill Your Darlings,"Drama, Romance, Thriller",7.1,False,104.0
The Killing of America,"Documentary, Crime",7.7,False,90.0
Being Cyrus,"Comedy, Drama, Foreign, Thriller",5.7,False,90.0
Buddha Collapsed Out of Shame,"Drama, War",7.3,False,81.0
Debtocracy,Documentary,5.9,False,75.0
August,Drama,6.0,False,108.0
Mía,"Drama, Comedy",7.7,False,106.0
Silja - nuorena nukkunut,"Drama, Romance",0.0,False,87.0
Watermarks,"History, Documentary, Foreign",0.0,False,80.0
Heart of a Lion,Drama,6.4,False,99.0
Rosas Höllenfahrt,Documentary,0.0,False,0.0
Kimjongilia,Documentary,5.5,False,75.0
Backwoods,"Horror, Thriller, TV Movie",3.5,False,85.0
Bait Shop,Comedy,4.5,False,85.0
Barrio Tales,Horror,4.2,False,84.0
The Day of the Crows,Animation,6.7,False,90.0
Space Amoeba,"Science Fiction, Adventure",5.0,False,84.0
Varan the Unbelievable,"Horror, Science Fiction",4.3,False,70.0
Bridegroom,Documentary,7.5,False,79.0
29 Palms,"Comedy, Crime, Drama, Thriller",5.6,False,93.0
Alien Space Avenger,"Science Fiction, Horror, Comedy",1.5,False,80.0
Miracle Run,Drama,7.1,False,120.0
Spinning Plates,Documentary,5.6,False,98.0
All Is Lost,"Action, Adventure, Drama",6.6,False,106.0
Pillow of Death,"Mystery, Thriller",6.5,False,66.0
Rebirth of Mothra II,"Science Fiction, Fantasy, Adventure, Family",5.7,False,97.0
Rebirth of Mothra III,"Action, Science Fiction, Fantasy",6.1,False,99.0
Arthur Newman,Drama,5.6,False,101.0
Inherit the Wind,Drama,7.1,False,113.0
A Little Help,"Comedy, Drama, Romance",5.3,False,109.0
Assault on a Queen,"Adventure, Crime, Thriller",4.3,False,106.0
Bad Medicine,Comedy,4.5,False,98.0
Running Wild,"Adventure, Drama",10.0,False,0.0
The Borrower,"Science Fiction, Comedy, Horror",4.3,False,90.0
Boulevard,"Action, Crime, Drama, Thriller",3.7,False,95.0
Man On a Mission: Richard Garriott's Road to the Stars,Documentary,5.0,False,94.0
The Substance: Albert Hofmann's LSD,Documentary,6.6,False,90.0
Bartok the Magnificent,"Animation, Comedy, Family",5.8,False,67.0
Ender's Game,"Science Fiction, Action, Adventure",6.6,False,114.0
Maniac,"Comedy, Horror, Thriller",6.4,False,86.0
Breaking Point,,0.0,False,132.0
The Blue Umbrella,"Animation, Romance",7.8,False,7.0
Hello! How Are You?,"Comedy, Romance",7.0,False,102.0
TWA Flight 800,Documentary,5.3,False,90.0
Toy Story of Terror!,"Animation, Comedy, Family",7.3,False,22.0
Folies Bergère de Paris,"Comedy, Music",5.0,False,82.0
The Thrill of Brazil,Music,7.0,False,91.0
The Last Days on Mars,"Science Fiction, Thriller, Horror",5.2,False,98.0
The Escape Artist,"Drama, Mystery, Thriller",5.3,False,94.0
Four Days in July,,6.5,False,96.0
Death By China,Documentary,4.5,False,78.0
The Verdict,"Crime, Drama, Thriller",6.2,False,111.0
Wind with the Gone,,5.8,False,90.0
Conversations with My Gardener,"Comedy, Drama",6.4,False,109.0
Bad Grandpa,Comedy,6.0,False,92.0
Race,"Drama, Action, Thriller, Crime",5.8,False,161.0
Freaky Deaky,Comedy,4.9,False,90.0
Thor: The Dark World,"Action, Adventure, Fantasy",6.8,False,112.0
The Great Texas Dynamite Chase,"Action, Drama",5.8,False,90.0
Fragment of Fear,"Mystery, Thriller",4.9,False,94.0
Shock and Awe: The Story of Electricity,Documentary,0.0,False,180.0
Tortured,"Crime, Thriller",5.3,False,107.0
Disfigured,Drama,4.0,False,96.0
Godzilla: Tokyo S.O.S.,"Science Fiction, Action",5.9,False,91.0
Dallas Buyers Club,"Drama, History",7.9,False,117.0
Gambit,"Comedy, Crime",5.1,False,89.0
Masquerade,Drama,7.4,False,131.0
Marc Maron: Thinky Pain,Comedy,7.8,False,90.0
Such Hawks Such Hounds,"Documentary, Music",6.8,False,84.0
Lessons of a Dream,Drama,7.0,False,113.0
Clash,"Action, Thriller, Romance, Foreign",4.9,False,90.0
Beatdown,"Adventure, Action, Thriller",5.3,False,89.0
